model,mean_test_score,std_test_score,rank_test_score,params
ExtraTrees,0.9973730074881508,0.0003382953994456544,14,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9973644856982972,0.00046501244262129785,15,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}"
ExtraTrees,0.9973209249200204,0.00044109401317901794,16,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9972271794891465,0.0002901723414181913,17,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
ExtraTrees,0.997170380826183,0.0004658527433358994,18,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
ExtraTrees,0.9969642701882162,0.0007093034678170059,19,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9968533849146091,0.0007088045802733162,20,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9968533849146091,0.0007088045802733162,20,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9968171964084165,0.0007579691548547993,22,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
ExtraTrees,0.9967908384176468,0.0006551330280066418,23,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9967646839601848,0.0006998773801019672,24,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9967646839601848,0.0006998773801019672,24,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9967369924922238,0.0008199710250188539,26,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}"
ExtraTrees,0.9967369924922238,0.0008199710250188539,26,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}"
ExtraTrees,0.996725326824539,0.0007344647308308679,28,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}"
ExtraTrees,0.996725326824539,0.0007344647308308679,28,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}"
ExtraTrees,0.9967190491664857,0.000833940004638415,30,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
